state,county_name,county_fips,trump_votes,biden_votes,total_votes,percent_biden,winner
MICHIGAN,IOSCO,26069,9759,5373,15132,35.50753370340999,Trump
MICHIGAN,IRON,26071,4216,2493,6709,37.159040095394246,Trump
MICHIGAN,ISABELLA,26073,14815,14072,28887,48.713954373939835,Trump
MICHIGAN,JACKSON,26075,47372,31995,79367,40.31272443206874,Trump
MICHIGAN,KALAMAZOO,26077,56823,83686,140509,59.55917414542841,Biden
MICHIGAN,KALKASKA,26079,7436,3002,10438,28.760298907836752,Trump
MICHIGAN,KENT,26081,165741,187915,353656,53.13496731286901,Biden
MICHIGAN,KEWEENAW,26083,862,672,1534,43.807040417209905,Trump
MICHIGAN,LAKE,26085,3946,2288,6234,36.70195700994546,Trump
MICHIGAN,LAPEER,26087,35482,16367,51849,31.566664737989157,Trump
MICHIGAN,LEELANAU,26089,7916,8795,16711,52.63000418885764,Biden
MICHIGAN,LENAWEE,26091,31541,20918,52459,39.87494996092186,Trump
MICHIGAN,LIVINGSTON,26093,76982,48220,125202,38.51376176099423,Trump
MICHIGAN,LUCE,26095,2109,842,2951,28.532700779396812,Trump
MICHIGAN,MACKINAC,26097,4304,2632,6936,37.94694348327566,Trump
MICHIGAN,MACOMB,26099,263863,223952,487815,45.90920738394678,Trump
MICHIGAN,MANISTEE,26101,8321,6107,14428,42.32741890767951,Trump
MICHIGAN,MARQUETTE,26103,16286,20465,36751,55.68555957661015,Biden
MICHIGAN,MASON,26105,10207,6802,17009,39.990593215356576,Trump
MICHIGAN,MECOSTA,26107,13267,7375,20642,35.72812711946517,Trump
MICHIGAN,MENOMINEE,26109,8117,4316,12433,34.71406740127081,Trump
MICHIGAN,MIDLAND,26111,27675,20493,48168,42.544843049327355,Trump
MICHIGAN,MISSAUKEE,26113,6648,1967,8615,22.832269297736506,Trump
MICHIGAN,MONROE,26115,52710,32975,85685,38.483982027192624,Trump
MICHIGAN,MONTCALM,26117,21815,9703,31518,30.785582841550863,Trump
MICHIGAN,MONTMORENCY,26119,4171,1628,5799,28.073805828591137,Trump
MICHIGAN,MUSKEGON,26121,45133,45643,90776,50.28091125407597,Biden
MICHIGAN,NEWAYGO,26123,18857,7873,26730,29.453797231575006,Trump
MICHIGAN,OAKLAND,26125,325971,434148,760119,57.11579371124784,Biden
MICHIGAN,OCEANA,26127,8892,4944,13836,35.73287077189939,Trump
MICHIGAN,OGEMAW,26129,8253,3475,11728,29.62994542974079,Trump
MICHIGAN,ONTONAGON,26131,2358,1391,3749,37.10322752734063,Trump
MICHIGAN,OSCEOLA,26133,8928,3214,12142,26.470103772030967,Trump
MICHIGAN,OSCODA,26135,3466,1342,4808,27.911813643926784,Trump
MICHIGAN,OTSEGO,26137,9779,4743,14522,32.660790524721115,Trump
MICHIGAN,OTTAWA,26139,100913,64705,165618,39.0688210218696,Trump
MICHIGAN,PRESQUE ISLE,26141,5342,2911,8253,35.272022294923055,Trump
MICHIGAN,ROSCOMMON,26143,9670,5166,14836,34.8207063898625,Trump
MICHIGAN,SAGINAW,26145,50785,51088,101873,50.14871457599167,Biden
MICHIGAN,SANILAC,26151,16194,5966,22160,26.922382671480143,Trump
MICHIGAN,SCHOOLCRAFT,26153,3090,1589,4679,33.96024791622141,Trump
MICHIGAN,SHIAWASSEE,26155,23149,15347,38496,39.86647963424772,Trump
MICHIGAN,ST. CLAIR,26147,59185,31363,90548,34.63687767813756,Trump
MICHIGAN,ST. JOSEPH,26149,18127,9262,27389,33.816495673445544,Trump
MICHIGAN,TUSCOLA,26157,20297,8712,29009,30.032059016167395,Trump
MICHIGAN,VAN BUREN,26159,21591,16803,38394,43.76465072667604,Trump
MICHIGAN,WASHTENAW,26161,56241,157136,213377,73.64242631586347,Biden
MICHIGAN,WAYNE,26163,264553,597170,861723,69.29953128789646,Biden
MICHIGAN,WEXFORD,26165,12102,5838,17940,32.541806020066886,Trump
MINNESOTA,AITKIN,27001,6258,3607,9865,36.5636087176888,Trump
MINNESOTA,ANOKA,27003,104902,100893,205795,49.02597244831021,Trump
MINNESOTA,BECKER,27005,12438,6589,19027,34.62973668996689,Trump
MINNESOTA,BELTRAMI,27007,12188,11426,23614,48.386550351486406,Trump
MINNESOTA,BENTON,27009,14382,7280,21662,33.60723848213462,Trump
MINNESOTA,BIG STONE,27011,1863,1053,2916,36.11111111111111,Trump
MINNESOTA,BLUE EARTH,27013,16731,18330,35061,52.28031145717463,Biden
MINNESOTA,BROWN,27015,9552,4753,14305,33.226144704648725,Trump
MINNESOTA,CARLTON,27017,9791,10098,19889,50.771783397858115,Biden
MINNESOTA,CARVER,27019,34009,30774,64783,47.503203000787245,Trump
MINNESOTA,CASS,27021,11620,6342,17962,35.307872174590806,Trump
MINNESOTA,CHIPPEWA,27023,4250,2226,6476,34.373069796170476,Trump
MINNESOTA,CHISAGO,27025,21916,11806,33722,35.00978589644742,Trump
MINNESOTA,CLAY,27027,15043,16357,31400,52.09235668789809,Biden
MINNESOTA,CLEARWATER,27029,3372,1260,4632,27.202072538860104,Trump
MINNESOTA,COOK,27031,1203,2496,3699,67.47769667477696,Biden
MINNESOTA,COTTONWOOD,27033,4165,1834,5999,30.57176196032672,Trump
MINNESOTA,CROW WING,27035,25676,13726,39402,34.835795137302675,Trump
MINNESOTA,DAKOTA,27037,109638,146155,255793,57.13799830331558,Biden
MINNESOTA,DODGE,27039,7783,4079,11862,34.387118529758894,Trump
MINNESOTA,DOUGLAS,27041,15799,7868,23667,33.24460218870156,Trump
MINNESOTA,FARIBAULT,27043,5191,2531,7722,32.77648277648277,Trump
MINNESOTA,FILLMORE,27045,7301,4551,11852,38.39858251771852,Trump
MINNESOTA,FREEBORN,27047,9578,6889,16467,41.835185522560266,Trump
MINNESOTA,GOODHUE,27049,16052,11806,27858,42.37920884485605,Trump
MINNESOTA,GRANT,27051,2269,1300,3569,36.424768842813116,Trump
MINNESOTA,HENNEPIN,27053,205973,532623,738596,72.11290069266555,Biden
MINNESOTA,HOUSTON,27055,6334,4853,11187,43.38070975239117,Trump
MINNESOTA,HUBBARD,27057,8202,4462,12664,35.23373341756159,Trump
MINNESOTA,ISANTI,27059,16491,7138,23629,30.208641923060647,Trump
MINNESOTA,ITASCA,27061,15239,10786,26025,41.4447646493756,Trump
MINNESOTA,JACKSON,27063,3948,1745,5693,30.651677498682595,Trump
MINNESOTA,KANABEC,27065,6278,2774,9052,30.64516129032258,Trump
MINNESOTA,KANDIYOHI,27067,14437,8440,22877,36.892949250338766,Trump
MINNESOTA,KITTSON,27069,1546,1006,2552,39.42006269592476,Trump
MINNESOTA,KOOCHICHING,27071,4131,2659,6790,39.16053019145803,Trump
MINNESOTA,LAC QUI PARLE,27073,2528,1446,3974,36.38651233014595,Trump
MINNESOTA,LAKE,27075,3393,3647,7040,51.80397727272727,Biden
MINNESOTA,LAKE OF THE WOODS,27077,1704,671,2375,28.25263157894737,Trump
MINNESOTA,LE SUEUR,27079,10775,5672,16447,34.48653249832797,Trump
MINNESOTA,LINCOLN,27081,2121,937,3058,30.640941792020925,Trump
MINNESOTA,LYON,27083,7979,4634,12613,36.73987156108777,Trump
MINNESOTA,MAHNOMEN,27087,1142,1112,2254,49.33451641526176,Trump
MINNESOTA,MARSHALL,27089,3721,1295,5016,25.81738437001595,Trump
MINNESOTA,MARTIN,27091,7480,3305,10785,30.644413537320354,Trump
MINNESOTA,MCLEOD,27085,13986,6413,20399,31.43781557919506,Trump
MINNESOTA,MEEKER,27093,9359,3867,13226,29.23786481173446,Trump
MINNESOTA,MILLE LACS,27095,9952,4404,14356,30.677068821398716,Trump
MINNESOTA,MORRISON,27097,14821,4367,19188,22.75901605169898,Trump
MINNESOTA,MOWER,27099,10025,8899,18924,47.02494187275417,Trump
MINNESOTA,MURRAY,27101,3363,1449,4812,30.11221945137157,Trump
MINNESOTA,NICOLLET,27103,9018,9622,18640,51.62017167381975,Biden
MINNESOTA,NOBLES,27105,5600,2933,8533,34.372436423297785,Trump
MINNESOTA,NORMAN,27107,1953,1404,3357,41.8230563002681,Trump
MINNESOTA,OLMSTED,27109,39692,49491,89183,55.49376002152877,Biden
MINNESOTA,OTTER TAIL,27111,23800,11958,35758,33.44146764360423,Trump
MINNESOTA,PENNINGTON,27113,4532,2568,7100,36.16901408450704,Trump
MINNESOTA,PINE,27115,10256,5419,15675,34.570972886762355,Trump
MINNESOTA,PIPESTONE,27117,3553,1306,4859,26.877958427660015,Trump
MINNESOTA,POLK,27119,9865,5439,15304,35.539728175640356,Trump
MINNESOTA,POPE,27121,4417,2477,6894,35.9297940237888,Trump
MINNESOTA,RAMSEY,27123,77376,211620,288996,73.22592700244986,Biden
MINNESOTA,RED LAKE,27125,1454,691,2145,32.214452214452216,Trump
MINNESOTA,REDWOOD,27127,5771,2355,8126,28.981048486340143,Trump
MINNESOTA,RENVILLE,27129,5467,2496,7963,31.344970488509354,Trump
MINNESOTA,RICE,27131,17464,17402,34866,49.91108816612172,Trump
MINNESOTA,ROCK,27133,3583,1556,5139,30.278264253745863,Trump
MINNESOTA,ROSEAU,27135,6065,2188,8253,26.511571549739486,Trump
MINNESOTA,SAINT LOUIS,27137,49017,67704,116721,58.00498624926106,Biden
MINNESOTA,SCOTT,27139,45872,40040,85912,46.60582922059782,Trump
MINNESOTA,SHERBURNE,27141,36222,18065,54287,33.27684344318161,Trump
MINNESOTA,SIBLEY,27143,5864,2417,8281,29.187296220263253,Trump
MINNESOTA,STEARNS,27145,50959,31879,82838,38.48354619860451,Trump
MINNESOTA,STEELE,27147,12656,7917,20573,38.48247703300443,Trump
MINNESOTA,STEVENS,27149,3044,1922,4966,38.7031816351188,Trump
MINNESOTA,SWIFT,27151,3316,1784,5100,34.98039215686274,Trump
MINNESOTA,TODD,27153,9753,3286,13039,25.201319119564385,Trump
MINNESOTA,TRAVERSE,27155,1172,661,1833,36.06110201854883,Trump
MINNESOTA,WABASHA,27157,8153,4696,12849,36.547591252237524,Trump
MINNESOTA,WADENA,27159,5520,2023,7543,26.819567811215695,Trump
MINNESOTA,WASECA,27161,6624,3496,10120,34.54545454545455,Trump
MINNESOTA,WASHINGTON,27163,73764,89165,162929,54.72629182036347,Biden
MINNESOTA,WATONWAN,27165,3103,1987,5090,39.03732809430255,Trump
MINNESOTA,WILKIN,27167,2328,1026,3354,30.590339892665476,Trump
MINNESOTA,WINONA,27169,13227,13333,26560,50.19954819277108,Biden
MINNESOTA,WRIGHT,27171,51973,28430,80403,35.35937713766899,Trump
MINNESOTA,YELLOW MEDICINE,27173,3734,1688,5422,31.132423459977872,Trump
MISSISSIPPI,ADAMS,28001,5696,7917,13613,58.157643429075144,Biden
MISSISSIPPI,ALCORN,28003,12818,2782,15600,17.833333333333336,Trump
MISSISSIPPI,AMITE,28005,4503,2620,7123,36.78225466797698,Trump
MISSISSIPPI,ATTALA,28007,5178,3542,8720,40.61926605504587,Trump
MISSISSIPPI,BENTON,28009,2570,1679,4249,39.51518004236291,Trump
MISSISSIPPI,BOLIVAR,28011,4671,8904,13575,65.59116022099447,Biden
MISSISSIPPI,CALHOUN,28013,4625,1902,6527,29.140493335376128,Trump
MISSISSIPPI,CARROLL,28015,3924,1729,5653,30.585529807182027,Trump
MISSISSIPPI,CHICKASAW,28017,4175,3810,7985,47.71446462116468,Trump
MISSISSIPPI,CHOCTAW,28019,3001,1185,4186,28.30864787386527,Trump
MISSISSIPPI,CLAIBORNE,28021,603,3772,4375,86.21714285714286,Biden
MISSISSIPPI,CLARKE,28023,5417,2838,8255,34.37916414294367,Trump
MISSISSIPPI,CLAY,28025,4181,5844,10025,58.29426433915212,Biden
MISSISSIPPI,COAHOMA,28027,2375,6020,8395,71.70935080405003,Biden
MISSISSIPPI,COPIAH,28029,6250,6470,12720,50.86477987421384,Biden
MISSISSIPPI,COVINGTON,28031,5854,3416,9270,36.850053937432584,Trump
MISSISSIPPI,DESOTO,28033,46462,28265,74727,37.8243472908052,Trump
MISSISSIPPI,FORREST,28035,17290,13755,31045,44.306651634723785,Trump
MISSISSIPPI,FRANKLIN,28037,2923,1480,4403,33.61344537815126,Trump
MISSISSIPPI,GEORGE,28039,9713,1218,10931,11.142621901015461,Trump
MISSISSIPPI,GREENE,28041,4794,966,5760,16.770833333333332,Trump
MISSISSIPPI,GRENADA,28043,6081,4734,10815,43.77253814147018,Trump
MISSISSIPPI,HANCOCK,28045,16132,4504,20636,21.82593525877108,Trump
MISSISSIPPI,HARRISON,28047,46822,27728,74550,37.19382964453387,Trump
MISSISSIPPI,HINDS,28049,25141,73550,98691,74.52553930956218,Biden
MISSISSIPPI,HOLMES,28051,1369,6588,7957,82.79502324996858,Biden
MISSISSIPPI,HUMPHREYS,28053,1118,3016,4134,72.95597484276729,Biden
MISSISSIPPI,ISSAQUENA,28055,308,355,663,53.54449472096531,Biden
MISSISSIPPI,ITAWAMBA,28057,9438,1249,10687,11.687096472349584,Trump
MISSISSIPPI,JACKSON,28059,36295,17375,53670,32.37376560462083,Trump
MISSISSIPPI,JASPER,28061,4302,4341,8643,50.225616105518924,Biden
MISSISSIPPI,JEFFERSON,28063,531,3327,3858,86.23639191290823,Biden
MISSISSIPPI,JEFFERSON DAVIS,28065,2534,3599,6133,58.68253709440731,Biden
MISSISSIPPI,JONES,28067,21226,8517,29743,28.635309148371046,Trump
MISSISSIPPI,KEMPER,28069,1787,2887,4674,61.767222935387245,Biden
MISSISSIPPI,LAFAYETTE,28071,12949,10070,23019,43.74647030713758,Trump
MISSISSIPPI,LAMAR,28073,20704,7340,28044,26.173156468406788,Trump
MISSISSIPPI,LAUDERDALE,28075,17967,12960,30927,41.90513143854884,Trump
MISSISSIPPI,LAWRENCE,28077,4285,2260,6545,34.53017570664629,Trump
MISSISSIPPI,LEAKE,28079,5228,3897,9125,42.706849315068496,Trump
MISSISSIPPI,LEE,28081,24207,12189,36396,33.489943949884605,Trump
MISSISSIPPI,LEFLORE,28083,3129,7648,10777,70.9659459961028,Biden
MISSISSIPPI,LINCOLN,28085,11596,5040,16636,30.29574416927146,Trump
MISSISSIPPI,LOWNDES,28087,13800,13087,26887,48.67408041060736,Trump
MISSISSIPPI,MADISON,28089,31091,24440,55531,44.011453062253516,Trump
MISSISSIPPI,MARION,28091,8273,3787,12060,31.401326699834165,Trump
MISSISSIPPI,MARSHALL,28093,7566,8057,15623,51.57140113934584,Biden
MISSISSIPPI,MONROE,28095,11177,5874,17051,34.449592399272774,Trump
MISSISSIPPI,MONTGOMERY,28097,2917,2121,5038,42.100039698292974,Trump
MISSISSIPPI,NESHOBA,28099,8320,3260,11580,28.151986183074268,Trump
MISSISSIPPI,NEWTON,28101,6997,3075,10072,30.530182684670372,Trump
MISSISSIPPI,NOXUBEE,28103,1240,4040,5280,76.51515151515152,Biden
MISSISSIPPI,OKTIBBEHA,28105,9004,10299,19303,53.354400870331034,Biden
MISSISSIPPI,PANOLA,28107,8060,7403,15463,47.875573950721076,Trump
MISSISSIPPI,PEARL RIVER,28109,19595,4148,23743,17.470412332055762,Trump
MISSISSIPPI,PERRY,28111,4500,1362,5862,23.23439099283521,Trump
MISSISSIPPI,PIKE,28113,8479,8646,17125,50.487591240875915,Biden
MISSISSIPPI,PONTOTOC,28115,11550,2614,14164,18.455238633154476,Trump
MISSISSIPPI,PRENTISS,28117,8370,2153,10523,20.45994488263803,Trump
MISSISSIPPI,QUITMAN,28119,1026,2150,3176,67.69521410579345,Biden
MISSISSIPPI,RANKIN,28121,50895,18847,69742,27.023888044506894,Trump
MISSISSIPPI,SCOTT,28123,6285,4330,10615,40.79133301931229,Trump
MISSISSIPPI,SHARKEY,28125,688,1465,2153,68.04458894565722,Biden
MISSISSIPPI,SIMPSON,28127,7635,4037,11672,34.58704592186429,Trump
MISSISSIPPI,SMITH,28129,6458,1791,8249,21.711722633046428,Trump
MISSISSIPPI,STONE,28131,5964,1802,7766,23.203708472830286,Trump
MISSISSIPPI,SUNFLOWER,28133,2799,6781,9580,70.78288100208768,Biden
MISSISSIPPI,TALLAHATCHIE,28135,2488,3105,5593,55.51582335061684,Biden
MISSISSIPPI,TATE,28137,8707,4183,12890,32.451512800620634,Trump
MISSISSIPPI,TIPPAH,28139,8054,1937,9991,19.387448703833453,Trump
MISSISSIPPI,TISHOMINGO,28141,7933,1059,8992,11.777135231316727,Trump
MISSISSIPPI,TUNICA,28143,926,2580,3506,73.58813462635482,Biden
MISSISSIPPI,UNION,28145,10373,2160,12533,17.234500917577595,Trump
MISSISSIPPI,WALTHALL,28147,4220,2835,7055,40.18426647767541,Trump
MISSISSIPPI,WARREN,28149,10365,10442,20807,50.18503388282789,Biden
MISSISSIPPI,WASHINGTON,28151,5300,12503,17803,70.22973656125372,Biden
MISSISSIPPI,WAYNE,28153,6307,3624,9931,36.49179337428255,Trump
MISSISSIPPI,WEBSTER,28155,4291,1043,5334,19.553805774278217,Trump
MISSISSIPPI,WILKINSON,28157,1324,2749,4073,67.49324821998528,Biden
MISSISSIPPI,WINSTON,28159,5112,4040,9152,44.14335664335665,Trump
MISSISSIPPI,YALOBUSHA,28161,3671,2785,6456,43.13816604708798,Trump
MISSISSIPPI,YAZOO,28163,4832,5496,10328,53.21456235476375,Biden
MISSOURI,ADAIR,29001,6413,3710,10123,36.64921465968586,Trump
MISSOURI,ANDREW,29003,7255,2351,9606,24.47428690401832,Trump
MISSOURI,ATCHISON,29005,2199,564,2763,20.412595005428884,Trump
MISSOURI,AUDRAIN,29007,7732,2704,10436,25.910310463779222,Trump
MISSOURI,BARRY,29009,12425,2948,15373,19.176478241072008,Trump
MISSOURI,BARTON,29011,5168,844,6012,14.038589487691283,Trump
MISSOURI,BATES,29013,6597,1672,8269,20.220099165558107,Trump
MISSOURI,BENTON,29015,8109,2180,10289,21.187676159004763,Trump
MISSOURI,BOLLINGER,29017,5167,750,5917,12.675342234240325,Trump
MISSOURI,BOONE,29019,38646,50064,88710,56.43557659790328,Biden
MISSOURI,BUCHANAN,29021,22450,13445,35895,37.456470260481964,Trump
MISSOURI,BUTLER,29023,14602,3301,17903,18.438250572529743,Trump
MISSOURI,CALDWELL,29025,3725,897,4622,19.407183037646043,Trump
MISSOURI,CALLAWAY,29027,14815,5870,20685,28.378051728305536,Trump
